winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0x869b17fb35709bf9e8db65da600ebf6dc8aaddea,10,1,0,,,,,7325,
0x9587cc789da1ef6e4c746de2e4f9021c9c502d37,10,1,0,,,,,351,
0x37b76e9fcc26673bdfef3fcb3cf0e8539bf176b5,21,2,1,3504,,,,416,
0xcc29d64c285f22d3b55796803e201488dd666906,10,1,0,,,,,12520,
0xd143eec204ebec31ffb0a9e0501c05d165d1d3dc,11,1,1,,,,,5927,
0xe6fe14a30631b22d3f78d9ec7869eb62d6e73daa,30,3,0,13,,129,,108,
0x271c6f480aeb26672b915a7b33159ce8f1e97fd3,512,50,12,"83, 8169, 13764, 13931, 8716, 6979, 9262, 13565, 4364, 5611, 15677, 13342, 2444, 15647, 9764, 15482, 14028, 13188, 8470, 6730, 9509, 9419","5389, 14870, 15587, 9099, 9261, 14698, 11185, 11229, 8612, 13508, 15850, 14871, 5297","5331, 2457, 3636, 10113, 1324, 14345, 5298","13991, 9012, 11073","12202, 4241, 14324, 1310, 1160",
0xea40b0f6ba2ad77ff2fedae98ca67eaefcbcbe4a,97,9,7,"8587, 3328, 5133, 3864, 10876",13146,11017,10764,1451,
0x44f1c4ea5a5ea1fcfbdb173b2856bcb53ffc60e8,70,7,0,"8653, 9894, 7698, 6583","7493, 5316",,,10131,
0x9e34d21b937416572ddb20facfdde31b1520a7eb,10,1,0,,,,,9881,
0x7da834bd2aa6ebcf62484dee8f3a591d26811179,61,6,1,"12493, 6200",,"7488, 7852",6265,12600,
0x3316f1e4c7c6d9b6690dcb188e6eb0be0b46d191,30,3,0,12337,15221,,,12692,
0x1c24d52a9ba9fd36e70c7e3f9fae9e40cfe25d3b,260,25,10,"5940, 11955, 1520, 4464, 11303, 1586, 12413, 11589, 2886","4739, 11655, 8174, 13266, 5152, 5869, 7694, 14089","11480, 14074","13842, 6376, 13473, 11397","12953, 8513",
0x80e8330f5654f483c3fe3e9aff70f2ff6415878b,402,40,2,"13194, 13688, 4401, 14064, 14133, 9168, 15153, 3830, 9481, 13770, 9857, 8201, 13594, 15396, 13645, 12543, 14822, 14796, 4902, 11677, 3512, 14876, 1315, 14632","12987, 9285, 12718, 12432","8286, 13420, 13050, 9928, 9717","11384, 6643, 15281","13347, 12408, 7047, 9931",
0x2d2f63570384c10acff9e2bf8ee251383595c2e8,370,37,0,"5589, 3369, 4278, 2636, 2172, 4297, 3202, 250, 13184, 7768, 4929, 5111, 1432, 2655, 1766, 1937, 7662, 4161, 15400, 2328, 1188, 9054, 4008","15460, 1272, 12988, 5001, 15003, 2029, 3737, 4209, 1939, 4147, 3799",1994,,"880, 1204",
0x325d21bdfc291354df2b5d3ca62f98ecf23920f2,10,1,0,,,,,13299,
0x5c70af3ddc7e815a40f2a09d22483e6e24eddf8e,50,5,0,10669,"15500, 11435, 4433",,,15136,
0x5cbee60bf53c909dbebf1cf1de27f531e9a1ab8b,40,4,0,"5933, 10512",7983,,,9737,
0x50bfecaea054c96c4ebbbba4cd61750a19858ad7,40,4,0,,"11611, 3631",,,"6364, 8330",
0xd650feb613a69b0b5990c2a926f4f0bc9d89f84b,20,2,0,1040,,,,963,
0xd8fbb5ef6682616f4358e3f66f6801c13bc44722,10,1,0,,,,,15323,
0x439e4e4624a6ce7be5cd0ae90709c43ea0ef082c,232,23,2,"1271, 4160, 9242, 4438, 8409, 11413, 10421, 15072, 2731, 5609","9028, 12085, 4533, 12458, 9807, 12833, 5315",13606,10833,"8541, 3266, 13038, 3365",
0x0e95a1820a60bec58028bfae23ec830ac8ade0cf,48,4,8,2196,,"1826, 11705",,1973,
0xdbd47f66aa2f00b3db03397f260ce9728298c495,20,2,0,675,,,,269,
0xb21027569ddae670aa521ed90d6ecb5de515e8d4,10,1,0,,,,,6622,
0xb406ebb1a43cdc9c6eb5b392c712329c0b84d546,114,10,14,"5207, 4849, 4779, 3622, 8996","10723, 1553, 3407, 14419",,,4605,
0xa16bb6027f492742c759c88c8a7f400a5e1a24c8,20,2,0,,,10119,,6178,
0xa14e5f2687437ea0e01774e80a05299bc4d4c0c1,30,3,0,9392,,2668,,5827,
0xb11f0625dcfb71d8095f019aecf1815ca5746776,260,26,0,"2743, 9446, 8740, 12037, 12049, 13493, 1594, 3153, 12083, 8565, 15067, 9376","9542, 12013, 8960, 9174","15563, 4523, 14842, 5086","15548, 8625, 14076, 14410","6028, 4969",
0x83b823425d088d7005e9866e90ec77cfd3e2ba94,350,35,0,"872, 874, 8430, 1109, 7736, 9058, 8436, 894, 7484, 1226, 6198, 8036, 878, 8628, 7998, 1422, 7798, 11131, 890, 1102, 9529","7786, 7991, 8804, 9877, 6767, 1227, 9421, 7285","9323, 9890","7072, 7373","8853, 13199",
0x53831c17c99e3fd128fa356fe2037fe26a0ae156,11,1,1,,,,,10192,
0xf025642ccf12d67c06e8ede7e8d73c0677f0c190,43,4,3,"9804, 15148",11257,,,1163,
0xd99043863b4019a46eec3c04d01fab88eab66526,10,1,0,,,,,13316,
0x57be41f355140b5d513edce20ed20fc5e88c2648,10,1,0,,,,,5284,
0x52081a6912cfa64968999fbeb31387446a49b207,130,13,0,"2045, 3059, 13739, 12563, 4086","2570, 2544","7271, 2566, 6031",2756,"11909, 2635",
0x4b3686dc71bae7ec2d34efa7c5730df16699264f,20,2,0,,1168,,,5192,
0xc3edcbe0f93a6258c3933e86ffaa3bcf12f8d695,50,5,0,"9724, 2665, 2939",,9819,,2452,
0x7c99670ecc3a57cd1a8d1bdfc8e2ff5b4527b382,50,5,0,6888,"12636, 4968, 11266",,,8665,
0x602ed136774df85af535ff9a287ef0c9cacbe1ae,10,1,0,,,,,1883,
0xb29ef0a922c80934146222092cefffe8d24fe331,10,1,0,,,,,14558,
0xc090624224b76496a4cb271d803e31b4c7c613e3,50,5,0,11217,"3284, 11511",253,,477,
0x9a13fe09af08a15d066e31048cedd0c778080c30,40,4,0,4193,"1995, 12637",,,3114,
0xc34000d8d9fddf13a8e23b198efa6aa89bb884a3,10,1,0,,,,,593,
0xd5c26def4e106814ffc623f0b0aab2c396bcaf85,11,1,1,,,,,3139,
0x0b7147031122f74ed77a9bac9db0236287353800,13,1,3,,,,,12848,
0x1aae1bc09e1785c8cb00650db0c6015bd73b0c7e,258,25,8,"4471, 9044, 6436, 11961, 15325, 14260, 9715, 3540, 14357, 15823, 11769, 13373, 3988, 4039","1968, 11724, 11852, 1219, 6155, 6122",1113,"4264, 1774","10058, 9548",
0xac850154630243e2dda28f08e1dafaca8accf843,300,30,0,"1417, 9585, 9813, 12031, 9572, 9945, 7855, 8304, 12387, 4257, 6232, 3712","9311, 9983, 9148, 12400, 9657, 14107, 9927","11601, 12040, 9355, 2580, 9464","3672, 11784","8985, 9984, 2461, 1355",
0xaebe3b07f6cbe8b3bfd1c4ae4c38abcc403c5273,150,15,0,"2787, 6512, 12370, 6328, 3558, 5356, 1845, 10280","7622, 8314, 3415, 9859, 2109",,7614,4888,
0xd4950f1ba76e1ef19dfea078dcfb671fda2237bf,20,2,0,,,,13777,5685,
0xe569fcae86ab6edb80a6a8a33c9800a56c4a6b01,51,5,1,"5639, 13064, 1592",3617,,,6589,
0x6e695e2e9a5f74b4f4c1f46f765166604e6ec3d2,10,1,0,,,,,13674,
0x515cf20b437956026b5a33453d58f658bb906f25,10,1,0,,,,,5181,
0xa3bb58e039b528a6e75c245ad31944c1fa788c93,594,58,14,"4506, 3601, 4875, 3456, 8376, 3318, 5820, 2072, 4107, 9338, 9266, 9876, 831, 2018, 6363, 6593, 2490, 7397, 3397, 2588, 5901, 3236, 4608, 9709, 3794, 6400, 2427, 8812, 7352, 3304, 4340, 9101, 5018, 4015","6970, 1238, 2215, 2917, 7566, 9056, 1044, 1388, 1638, 1048, 1657, 7874, 3845, 1746","8443, 7273, 6377, 4504","7120, 6538, 1387","842, 3245, 3959",
0x12c00d6a8ccae39fb35401e38c37ac9fc0cebb97,10,1,0,,,,,12157,
0xa39573625512970f0f438e0fe3a660ba6c4fe857,62,6,2,"6336, 7096",12414,,888,"14101, 5557",
0xede7e12bbc65e90d355a3fb4724452f38f33cc60,61,6,1,"8555, 3405",12766,15168,14744,3960,
0xa7e40b2aa3496ad3447217d9aff26514a7bc829e,20,2,0,,15560,,,8770,
0x1820d6fecce187b9a3f5e78e9cb1323ffc685e3d,40,4,0,"9582, 7244",4359,,,15815,
0x9a9c74f04954d71ffa58483a38202a0f3563c966,50,5,0,"3073, 1548",,2553,8660,6332,
0xb189cd83790247c985e0b87526b59fda6e5d8b05,71,7,1,"1564, 13678, 4711, 8967, 4740",,,15202,4985,
0x3da3c61e6a3dea5be524eac96fa93bc5b1b30cda,20,2,0,,,,,"13524, 6902",
0x0826303de96c88f9e4dd723ed49c332d7691ffd3,30,3,0,15724,4038,,,7246,
0xcb172e104665a2db79a0847ba021c83521b992db,161,16,1,"12931, 10544, 2100, 5619, 2947","11565, 15974, 3478, 6754, 10771, 6352, 6372","13015, 12269, 15908",,8172,
0x913f31ac648bc6bf0a6c8a5b67811cd6f57d1b72,50,5,0,"14387, 5879, 4668",15798,,,7187,
0xeeaacbc1c574efdbc90bf69e8508a9011b426461,10,1,0,,,,,14267,
0xd06fcd267de8c54da81ddd85d19f342d5dc0ff4d,70,7,0,"3380, 12164, 10542, 10050",,6337,9809,12007,
0x41fdab94523da6fc07462329191e93722e0565ef,101,10,1,"13071, 10769, 15918, 12404, 2315, 11072","5742, 10009, 9544",,,13431,
0x0d45094824dbcad2c524f3848681ecea86ffbd22,20,2,0,5148,,,,4837,
0xc0589280acc7cf2b9211ea901bd616b298dca287,11,1,1,,,,,11160,
0xf7f2c6a53933e454397967efc370f4bd5c5c5b2d,20,2,0,14428,,,,14602,
0x2a7db11bb43fcfbf1605b9fe7e7a5d06fade86f0,10,1,0,,,,,6171,
0x95aade8f1231415ca28a2497276c8c0d14f222b4,120,12,0,"4958, 9752, 6322, 2223, 4778","5196, 7156, 7139, 1794",15637,,"4954, 5890",
0x58cb0ddf0f64d01fab2ed0fcc0c034dc8bb3af3b,120,12,0,"2813, 14913, 2935, 5585, 14111","7525, 9786, 4190","3958, 3727",11624,8178,
0xc4c2bcc816428d141889b8e5d31ba8954df1a687,10,1,0,,,,,9659,
0x9f50183812bf7dad0967e6cb42aa041919c13026,30,3,0,,2508,,13233,11866,
0x592eab2bf37ea2b7b07c409683665ea285658ee4,164,16,4,"14236, 14372, 12280, 11871, 6620, 14460, 12369, 14380, 12287, 13252, 5332","4789, 8161, 12159",,,"12657, 4595",
0x7531086cc3fe5d0a3d0d7d4d0c52913b0f852bb7,390,39,0,"3570, 1244, 11939, 7082, 2975, 13926, 7393, 6816, 10284, 6595, 11997, 7757, 10546, 8325, 1243, 2927, 7756, 14147, 1245, 15473, 8901","8958, 7080, 13491, 8951, 8837, 6445, 1240, 7997, 15822, 6598","7084, 15262","2627, 1239, 14542, 12584","2392, 13401",
0x616c9ba5dc693950a5a21386641c47f824df66ff,30,3,0,432,,2738,,10708,
0xec8982195f339e202c0450c7baa82fb201003222,20,2,0,12707,,,,956,
0xd57c1a5812f1d2d7ff491c362566115f4a54643a,239,20,39,"9415, 15710, 15711, 12662, 11138, 13474, 14791","7816, 8195, 11457, 13312, 13123, 12050, 10938","4973, 13896, 12670",3978,"7039, 12701",
0xcab145a5c9ec9f041545696b352bc1bffa944fc9,10,1,0,,,,,13025,
0xca67baf0f7e33ff1bc00bec9d6eb252644828f69,150,15,0,"6734, 8253, 7226, 4551, 8137, 8961, 2734","7275, 4995, 8200, 5617, 9711","6906, 5714",,2705,
0x057d1e845402b371eb793135f877966b47577e28,980,98,0,"8784, 6206, 7914, 7391, 14864, 15971, 14565, 8647, 1469, 5226, 9980, 2795, 7193, 12889, 4232, 4569, 2507, 7453, 5026, 11597, 14915, 4158, 3850, 6574, 12712, 5920, 11568, 14369, 10511, 11442, 6451, 6248, 5551, 15291, 15819, 8877, 4571, 7559, 4766, 9765, 5112, 1493, 9130, 3338, 3608, 15363, 7724, 14471","3657, 5220, 4809, 5024, 12451, 5975, 14270, 9686, 13394, 12006, 8062, 9623, 9387, 5179, 13440, 6544, 11977, 3826, 14980, 5208, 11706, 12534, 6690, 6182, 6572, 12204, 8347, 12562","4575, 8112, 10766, 9122, 3400, 4703, 8324, 8069, 4585, 12765, 13911, 8645, 14045, 3597","4096, 13419, 10953, 12460","10772, 13065, 8122, 2748",
0x1e69d34f421d75579aaa9a994f33748f31d64d84,220,22,0,"439, 9943, 10505, 5436, 2511, 15938, 9743, 9401, 11837, 15696, 8646","9070, 5882, 5399, 604, 1421, 3592","764, 14289, 9160",10309,10308,
0x8522811cfcf77487a7c64facef027153738b6580,120,12,0,"7867, 7612, 5053, 9255, 2422, 3392","6261, 5113",9011,6366,"6537, 2199",
0x7de224d4291332573f9ceee204f0646445fd4ad3,10,1,0,,,,,8332,
0x29d6a4d57e71128c33f3bed6f31d2e10d086a16e,10,1,0,,,,,14497,
0xa46425571f389ce2ae50e24cc7efaa074adb972f,61,6,1,"3116, 12209, 2114","3355, 12465",,,10149,
0x92f37cc6f97355d67a6716d2e41be2f5865aefc1,10,1,0,,,,,13922,
0x9abf2ba01c2d20b3ab3adbc404fa25996ef757b2,60,6,0,"12381, 12496, 12980",,13150,,"1084, 13466",
0x34f0a2ec2139fa837824a64f7a366e8edcd43782,50,5,0,"5637, 11940",3264,,,"13933, 8538",
0x2f376642a32ec899755cd2e5400b1e7e244eefcf,200,20,0,"4989, 14734, 12161, 5679, 2690, 12970, 10943, 11041, 15535, 7447","2412, 6042, 12621, 3124","9887, 7027","10153, 12017","11206, 13944",
0xd0736dabf379e1037d2f1f7898f8cd3802e9d995,100,10,0,"14670, 15018, 1009, 4168, 14898","14261, 15118","5163, 15609",,3711,
0x94484f0353c37feb11da98985bd965cff7b68830,60,6,0,"14033, 9391, 12696, 1690, 11342",,,,3026,
0x8560f8710c192a74226a51e041bd7e703464ac87,10,1,0,,,,,13333,
0x95a59299439dd0eac8f2176e390935e83c5ee9f9,10,1,0,,,,,13412,
0x7784981924567c0aa2c0c3e17ce9b1ee309e5701,10,1,0,,,,,2497,
0x1e92c7b70bb5f0298f7ceb32a7b9c72a4dcb69fb,10,1,0,,,,,13119,
0x649dc0c4b04e687430016e5d43210825d73afd40,50,5,0,"15019, 12480, 692",8046,,,2432,
0xad1283ea8dacb53138940c1cf8625963af56c37c,10,1,0,,,,,14893,
0x1781e2c2c40cb0d5818f2766265009d4c3ac9939,10,1,0,,,,,10926,
0xaa32ef888416e0572ef9fc5f235b8638f4e72889,28,2,8,,4208,,,3559,
0x67164d8853d3dc9ab5d11cb6744e6f04401cf772,1010,99,20,"9435, 1707, 5206, 1371, 13560, 14439, 15652, 3317, 9880, 3834, 3370, 2075, 4394, 13719, 15588, 5137, 9774, 7666, 1902, 13641, 1790, 1413, 5038, 8623, 3523, 3654, 15345, 13291, 14607, 1357, 7906, 13424, 7232, 8070, 9996, 7954, 4279, 13404, 4393, 13947, 4984, 3931, 14444, 8279, 7335, 15275, 4125, 2326, 14222, 11308, 14421, 2658, 12546, 5213, 5325, 13609, 5059, 14338","14156, 13983, 4717, 9169, 13548, 6482, 11560, 15441, 8269, 15295, 4361, 13255, 5499, 14142, 3566, 13190, 3920, 14867","8714, 3272, 6496, 13940, 14903, 2986, 13660, 13296, 8130, 13876, 4708, 7925, 5180, 2569, 208","15531, 4225, 1934, 7849","14437, 13302, 1955, 3742",
0x41357f986bec5e47e196e902439528dfe1ad5051,10,1,0,,,,,14467,
0x93a27b213b82844492e50c409850b46328d41e47,70,7,0,14339,"10945, 4845","12175, 15083",,"13172, 12585",
0xe95e35d6e05c1ef8d442ddfe83faa0d9c5c4b143,290,29,0,"2842, 7825, 5898, 2406, 1197, 9777, 3784, 4238, 5833, 3564, 7210, 4713, 6443, 5563, 4188, 5049, 3466","6444, 3618, 7268, 4056, 4844","5055, 7456, 4116, 6914, 3198",,"1956, 5459",
0x90288121aeb294ed88bd709bf6de58a476ad7808,217,21,7,"1154, 11314, 6694, 3352, 2993, 6692","403, 1072, 11716, 6528, 1071, 11717, 12631, 11783, 7380, 4451","6693, 1073, 1069",,"2992, 8076",
0xe118f9fc541b0a39d5de674492a2c30eaeab7089,82,8,2,"3598, 11551, 10395, 15408, 12168, 13787",13217,,,11912,
0xf407d48c3caf365decffd999029600018bb4a0a9,30,3,0,"12103, 10358",,,,4140,
0x75432062a9bcc6bc5c294f44a8e3aa65bec8a64d,101,2,81,,,,14427,6067,
0x7142267c34235aebb2e9e3bee0ae067b1d778a12,10,1,0,,,,,10417,
0x2d6836b5d89e319f38ac3c058f4c835f0c69b398,10,1,0,,,,,7248,
0x00de2fe39d388ed0562cb9b1d4d54e77fc2b7e99,60,6,0,"12477, 14134, 11614",,"6319, 3625",,14499,
0xee25ec5a751c11dadb72b5b980536cad93fc7300,20,2,0,1067,,,,4239,
0x9023ffb860d864d641ec17b240237681a54700af,771,71,61,"1924, 2116, 7689, 15462, 8994, 15878, 12153, 7460, 12268, 13574, 4069, 3201, 6264, 2301, 14843, 4242, 4738, 9982, 5952, 14679, 3017, 15640, 2398, 9081, 6440, 14252, 2521, 7699, 4928","1899, 2557, 9720, 9043, 14469, 8227, 14605, 9965, 11033, 4405, 14994, 12625, 12986, 5784, 10650, 5622, 5680, 7344, 13301","1526, 13549, 5360, 13174, 12256, 7796, 8033, 3596, 5191, 2147, 6777, 14708","1349, 7669, 15958, 11823, 15778, 5503","12984, 2338, 5878, 5052, 13913",
0x3d0a9aba6604663369ce736cb4a5f21eaf7faa31,22,2,2,,,,7026,13375,
0xfe819920199392cdd911acdaed84b38f30e27562,70,7,0,"9026, 15277, 9694, 8032",14148,,6961,5215,
0xc802883c7633386a592031dccd04b0d1994928be,11,1,1,,,,,14801,
0x64e714344780b12384597f5bf9ae35f9adf98863,21,2,1,637,,,,4691,
0xb4e0b265a5664d8519b1d5bb54bf47e580edfaa6,150,15,0,"14334, 7326, 7170, 7081, 7613, 4775, 14836","10955, 7298, 2066, 14711, 1210, 14649",8465,,15133,
0x60476beea3140d43e6103f0b52eec9900c1cf1f2,130,13,0,"3422, 15029, 5376, 15698, 8982","4980, 5944, 8203, 8109",864,14160,"12863, 6501",
0x3414f867b8a3d2af76821073a4364004ab9a266c,10,1,0,,,,,9598,
0x5082cfef42908962f9171741f2ece51f02d849c0,10,1,0,,,,,6249,
0xd492c4971ef568f33a1255a8b346f572ba65173b,10,1,0,,,,,3426,
0xfa7338b968b10e91b57d256d9dad05c4ef6e5841,140,14,0,"15579, 4411, 14584, 8493, 5149, 3298, 7048, 6610, 5981, 9610","3252, 13267",,,"627, 12874",
0x7a38f5b9bcff0cec233d85525976175add594cab,10,1,0,,,,,10044,
0x4b6760682191de7e476b801b7ab42d8e8a5b041a,700,70,0,"1039, 15321, 3541, 14538, 3410, 10201, 13959, 6033, 6073, 6765, 15477, 2667, 14044, 6628, 10602, 5424, 5117, 11004, 12582, 13140, 12136, 10148, 12026, 10240, 1975, 6032, 15109, 13346, 1068, 1996, 9140, 12699, 13060, 3950, 10491, 7582, 7206, 7809","6415, 8945, 7703, 12417, 12149, 11289, 12306, 1124, 13368, 10832, 13364, 7569, 13836, 11700, 12307","8270, 2168, 11615, 6215, 10259, 14404, 8517, 11814, 12312, 12977","4741, 2597, 3902, 11795","15827, 10045, 9416",
0x41fdc9de2d748f0576962d0af889c35029e97877,10,1,0,,,,,15059,
0xce4122fec66c21b0114a8ef6da8bcc44c396cb66,11,1,1,,,,,14882,
0xf37e774828a2d963073e760417aed183dd069b3e,10,1,0,,,,,4367,
0xb2a59b9f0929e76e3db6cb4c730928356303f04b,130,13,0,"3879, 1378, 14756, 2831","5333, 3163, 12335, 15047","14729, 9952","6419, 277",11993,
0xf24922f17a80d034e808c99343bce882b2a5cb3c,10,1,0,,,,,10604,
0xc9f37061972124850a623605d9586180a20a853c,10,1,0,,,,,1304,
0xf302c7ede4e4f1a2e6982fb8623991bb61ffafd5,24,2,4,1900,,,,1414,
0xe887f13bfc9a33ca3de5a5ceb2ff3126f45b8100,120,12,0,"14146, 3609, 12553, 8937","9634, 15537, 11137, 15642","13107, 6639, 15274",,3851,
0xb8ed5de443ebc0a8ae4f7277dd1f913a2a2f36ff,10,1,0,,,,,5819,
0x976540f7155d67cc4d4f79f97de62d307a0fdc41,30,3,0,"5484, 3299",,,,6596,
0x59eb37133feed356dcc3370be112b203fc8ed5d0,40,4,0,"6904, 4588, 11159",,,,3142,
0xa4f23088569f087f8ea5e907a9409a43ea243516,270,27,0,"13197, 13318, 3436, 10979, 13288, 3975, 11787, 9661, 4652, 13501, 9522, 10871, 3191, 2937, 9089, 12475, 851, 5987, 7890","9357, 9301, 9388, 10812, 8183",4550,9912,11739,
0xff9774e77966a96b920791968a41aa840dede507,10,1,0,,,,,6587,
0xeac1e0c4c9343d2fb0da06cf57a94b43ac840997,160,16,0,"11393, 3345, 8979, 6045, 8614, 14215, 15226, 7517","6175, 9602, 1716","11807, 12061, 5805",8713,6423,
0xcc531b5f86b0226c0caa6470d062da5916fed262,10,1,0,,,,,13225,
0xa8ba075e79241d0771fc4237174c1a8d67edf7d2,70,7,0,"2585, 11753, 2058, 12407",,,2056,"12403, 12410",
0x711e3f76ac8d11ae09fdb2b98565616532e11947,20,2,0,1590,,,,1582,
0xeef537de2b80285a964a4ce64c2ca04a4746e9ef,10,1,0,,,,,1151,
0x9c7750fc47fd60934bcaef7c5fbf2a852b06f1f1,10,1,0,,,,,2284,
0x734f7c6871bcac385c6f68140df68467f4218646,30,3,0,10371,3121,,,4934,
0xd6ca3ffe8f3ce2553ddf779087ecc7a2ba7f9f52,31,3,1,2377,,3870,,1673,
0x6067ba3b26798cad275451bbab66726d78ad0994,48,4,8,,"15243, 13186",12688,,13208,
0x9c51532ef51ab720514b5acaf97fe6c600fbfb54,10,1,0,,,,,65,
0xa0c7d36c6ae3f30638f64c5e7d58cdb84489901f,30,3,0,9537,,,6035,11812,
0xcb37c667383e37cf11a0c1f30bed85db84ee7c80,140,14,0,"11139, 15346, 13370, 2808","14461, 14630, 10438","15300, 13091, 14050, 12996, 12982",,"2015, 12937",
0xdebcb4e1fbdee916e482496c3ab6cab5101c6166,70,7,0,"3137, 12421, 1511, 3032",15505,9839,,11016,
0xa53cf9e377334e7da7550e644b815cc5cb74af23,22,2,2,,,9769,,11893,
0x3db88f8c0d64a93773ad4b4b9e575ea6dc39eb84,51,3,21,,1918,,,"15426, 6489",
0x52d817bb3f83085aca590d4c6be40a1236c18bb9,10,1,0,,,,,8385,
0x1a51bcbc8d3642680d8267550f54e6e4cc5c4984,63,6,3,"9707, 11140","6733, 8488, 13019",,,8764,
0xda0516d111e4c2155f609b7b58e67f803706eeea,130,13,0,"2159, 9955","1121, 688, 15196, 7982, 6056, 12846","14365, 898, 4808",2999,3522,
0x34dc9391f9ff9f0e18e0c72bba68a7aad15031f9,10,1,0,,,,,8490,
0xc42a2dfc1f3bc4b0334776154609a731429bdfcb,20,2,0,5730,,,,11389,
0x5e70d8385c66cbd79d0ad2fab198ee47ce72fc63,30,3,0,3948,1747,,,9791,
0x3624dbd5981710a26c0acd30d96863340b432f96,20,2,0,,,,638,5757,
0xea4bc4a09fc0b6888839112ed91ec50fd582bca1,10,1,0,,,,,1889,
0x9a0abcd57493935a1fd880b157a0f9784471ba89,90,9,0,"8553, 1285, 14230, 13829, 4031","11606, 13651",13838,,13577,
0x6cd33d7653d8bcc657640c7e06be8602bd7b2266,20,2,0,6756,,,,11883,
0x8ec4d8191cd6f68a8c2cc0fc12b2ac0e7e0825c5,80,8,0,"9343, 10970, 12990, 8709, 7301",,,"6680, 9091",14359,
0xb9d25f187078b76bbd8ecac258bb49b3401e80f6,10,1,0,,,,,8848,
0xe90da7ea578fef3365631aaf7b9d5094152bfae9,61,6,1,"8862, 14914, 4148","14569, 2653",,,3790,
0x3159aae40d8819b0c6262de527f862f608f786fb,21,2,1,,,,6994,383,
0xa4993a5c7ceceaa9c8a7600f082b68b4aa5416f5,10,1,0,,,,,5776,
0xc932ae2751b220d4f44a6bc8ea6dc3e5b574087b,10,1,0,,,,,15708,
0xdfa9e76709480fd3d3b55dd7081ddb1f86a1184a,10,1,0,,,,,6471,
0x372c6da744abf8cef2efc7511195b8e03d8849e2,10,1,0,,,,,12708,
0x44515d9f5a88f0599fb57561b6ac73338967b30b,10,1,0,,,,,10854,
0xad868d3a533b4b346bb5bbca15394903285a9a47,11,1,1,,,,,11848,
0x07ea28c780886f78030630eab5b9710a3217c886,10,1,0,,,,,12371,
0x40f246f1cf7e20547a8ab503eb1dff59238a3dd0,10,1,0,,,,,10444,
0xe8e09423d945bb67fbd61c15beaf978f07b9f303,360,36,0,"212, 130, 127, 21, 22, 47, 43, 236, 207, 119, 115, 49, 76, 2, 1141, 78, 394, 841","1058, 1142, 13669, 981, 41, 117, 209, 109, 285, 39","180, 48, 112, 1096, 304, 128, 206",,251,
0xa80921ae974f20cd8f74bcfe6601226435ad705d,10,1,0,,,,,10012,
0xd36590461162795ee33099b2076a0d4e017ae17c,150,15,0,"6833, 2610, 13007, 15008, 2892, 6431, 14746, 6851","15165, 1334, 11434","12547, 14553",4676,9336,
0x82d26dffae46d41264ead0b5aa4d283ae7806e98,30,3,0,,"714, 2369",,,4768,
0xe18c47db8f9ec9c2c7f6f0b9de5a0d11632dcc1c,150,15,0,"5440, 11791, 7797, 11690, 7956, 15407, 12324, 1726, 8315","12893, 12315, 12878",1951,12965,9085,
0xa96a703638e44826de53fee241eb1c1ec808a541,10,1,0,,,,,10125,
0xbae916d4b50020c50d819a7698c081562c641fe6,10,1,0,,,,,1984,
0x05e9c278336314e5704b575886699031f3b8ba0f,10,1,0,,,,,8526,
0xcabf3317c3b403a1978b5d7a2efdfcd582c2a9f2,20,2,0,,8150,,,3267,
0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,22,2,2,9647,,,,7900,
0x30a26c2837e9ad41ea5955949f00402dbf86f124,11,1,1,,,,,11205,
0xbac95904d29b845f6eb6abe2ce8b8de03033b71f,30,3,0,"10453, 7934",,,,14360,
0x5187cc6280e0c5b70da8534e623c6ad581518d25,70,7,0,"1998, 363, 3728",4231,4894,5347,7979,
0x0d3a61f3443f69598d20fd1aa096b0fe4fd3b95a,20,2,0,,15800,,,4579,
0x737d41f7a4467d250c5ac3b6be71162aece768bd,197,19,7,"2190, 8064, 15788, 4356, 8568, 15364, 13533, 6827, 5674, 14636, 8260, 8826, 12917","12752, 5509, 15727, 6030",,,"9875, 12098",
0xce91f17d8762ac42527d6a8c9567dd6f4c912013,130,12,10,"10266, 13201, 6807, 15527, 15485, 8525","8497, 4987, 11696, 8789",2146,,1020,
0xe7744108ab0f86f9ba40130c1baf24112535b704,12,1,2,,,,,11811,
0x014e0bc9d61c88b886f1ed58402f0fb51bbe2661,70,7,0,"11782, 15170, 4305",59,8593,,"3394, 5253",
0x6beef2b2fe00fddca12a8cda2d4b00435b0ba3b6,30,3,0,6616,4101,,,8754,
0xe13434807ec1ee68e68f355b749db8ee3714a9d6,12,1,2,,,,,3516,
0x9b059f4d2199e73aa86f8938167a1a6067474cf4,162,16,2,"8589, 8572, 9235, 8188, 2914, 13378, 2697","3678, 3451, 7673, 2685, 9595, 4832, 4169",2408,,3493,
0x4e31e845d5744bfa74541ba1554ddbc164a34405,140,14,0,"7183, 4675, 5069, 7292, 4755, 4692, 8434","8412, 6343, 5097","9703, 13000",8854,5374,
0x2cac9e6d1d630a35cb8019779daf4c5fd96135ca,52,3,22,,14019,327,,12042,
0x5c7d0df6105c4f487ed746cedb6756b21aaaa89d,30,3,0,"7379, 9918",,,,11309,
