winner,tickets,opepen_count,checks_tickets,set40,set20,set10,set5,set4,set1
0x2098e44a621d0f874f28823c1e1a3497632f0a6f,13,1,3,,15762,,,,
0xbd7d2fd4a3d68b549137d3d573bcd5c61b8f7c25,10,1,0,,10589,,,,
0xd862d8bfea9e6f56d17fce8e6ab709229ab38ead,22,2,2,14367,7561,,,,
0xcf541ee32f57cacfdd48e4554ebcd6cdf15759ca,40,4,0,9956,"14303, 15849, 13415",,,,
0x45ce93d93717be2926a062400e1b39ae188ff8f5,10,1,0,,6251,,,,
0x9304a1bf2ab9723347b25f9ff70ae15d43123a1c,20,2,0,2375,14322,,,,
0x9c41b5716568d8a0debfd4c5f5c0a956b3339412,10,1,0,,14448,,,,
0x2e78ad7472dbb0e938b008de443dcaa9f8abfa4a,10,1,0,,7163,,,,
0xbd8a373711b1e4dd2df4a957a2e3eef4b38a760a,20,2,0,2434,8007,,,,
0x163c29e5d553b3ecb5f31c2b7fb9714f66ebb8d9,10,1,0,,815,,,,
0xa1e7bd9ee324ef586e2603c20e3e67eea0505ea8,30,3,0,"11948, 10676",5258,,,,
0xe2963e0e6d21e32b3ed9482a9fc3d0ee41bcd177,10,1,0,,12,,,,
0x5d185007986a5c810d6e0d9cd2ff6645873d0043,12,1,2,,381,,,,
0xfb3477eba9e510a1602cc92682e5320461646a69,52,5,2,"10037, 10890, 7872, 15254",10820,,,,
0x90bcf61682f2125de244fec6c14a9ffcda8038a6,10,1,0,,7947,,,,
0xfc0c1e7e2e58ba3859f25a2435b9775e6025fa58,10,1,0,,8811,,,,
0x01a8e71b53898abf5a3caf1dfc2750487c10603c,40,4,0,2874,"3844, 10467, 6912",,,,
0x1ca8cea7070bbde6517143d239eba5b88bb73698,30,3,0,"463, 1776",465,,,,
0x063566c74b51f54e3a37f7093b1a8bf823f40d01,10,1,0,,11330,,,,
0x3e528ad9f3975f247243336d28596be4965b3c59,30,3,0,"9619, 5766",3269,,,,
0xe77e47d2d01f63bca6702a691500591c5e656e9f,10,1,0,,8258,,,,
0xe6071dad412b4075048585cf941bd1a29dd6b4ff,31,3,1,"10498, 10757",5708,,,,
0x0a76f6d1d8e4071015bfed3ecaeac4e86cb584d0,10,1,0,,334,,,,
0xeb82004ec3de740fcef15a84937940a19b0d5295,10,1,0,,13229,,,,
0x2889d2a630420cc91bf63fac55c0bbe16f33ba32,22,2,2,,"5496, 15313",,,,
0x540945abf84cf4d56c57cc6bdfcf89e6c39f8608,10,1,0,,12786,,,,
0xff1a46e1cdaf27fa83978fe9299f0f350c110536,10,1,0,,1725,,,,
0xec8c96388c0889862655a9a0fceb11c1c113b84a,10,1,0,,3024,,,,
0xf03c1aaacefd47c0f16b81fa3ea75b00f50497ad,10,1,0,,10107,,,,
0x3090cdfd49b3a7123d172c0678fae026293db68f,41,4,1,"8356, 2805, 3513",1551,,,,
0x0d86df45e63d3ac37b32b66b6cf8a8e9b021304f,10,1,0,,11401,,,,
0x7efd4acacc86521cd6e711488ba6926aa820a3e8,12,1,2,,1382,,,,
0x950615b7fdffb113ba53801ea6129ae7e372558e,12,1,2,,13750,,,,
0x29c0f446b983d002a8d110aee7e904426da5327f,20,2,0,2488,10429,,,,
0xda4aad0ef9389500636e31b08d91708822cf86ec,10,1,0,,6208,,,,
0x314809a7a572ef339de8e81a8a49ac15a1899dbc,10,1,0,,2894,,,,
0x627d1bc0e00df1a188fa2dac891f9ba2cb108c2f,11,1,1,,780,,,,
0x30744a8cd20aac2b098904984382d8ade0e53cb0,20,2,0,,"15545, 9276",,,,
0x7b23bca705126c6a400203beae340eaa3794665d,11,1,1,,6163,,,,
0x94db5f225a1f6968cd33c84580c0adae52a04edf,50,5,0,"2079, 6475, 1029, 12861",14077,,,,
0xa2b9deb9ceeb06b110adb189446e7c4f4b1d6532,20,2,0,10571,3144,,,,
0x6cb596c5b8f09b4bd1c534fbfb9389d1b5cb6986,30,3,0,"4413, 6104",4000,,,,
0x65462ee5303472aa87a46f34dde89db91e00a0a1,20,2,0,6390,2797,,,,
0x2d3063d761764f7e9d3be20d005c1ec514db78d2,20,2,0,3773,3449,,,,
0x50fadad144718b239f85ef1178b0c3d753ccf5b5,30,3,0,5865,"8013, 13078",,,,
0x5b56b38b415bd275f720509584f2cac4679d05c3,10,1,0,,7765,,,,
0xc6cbe06799d7f443924fa48618bd175245338cbc,20,2,0,7243,13471,,,,
0xfc7100e93a9858debafe8ccd7dde26daa8483e11,30,3,0,"10257, 2229",14363,,,,
0x55d4a9e5cde6fbe40991e7570e01899891f6b0d2,10,1,0,,3519,,,,
0x6e250adc8c1f8d1b8853f40dd271f38c7a499034,10,1,0,,2848,,,,
0x26fe22f4e075200c1be59bbe2329e4df0bf9c1d1,10,1,0,,9674,,,,
0x97a782b3c06cc2e86a33c8b4e1a6402aa51d5e29,10,1,0,,331,,,,
0xf54e523898f0af39a9a47cbc2d1e3aace51949c9,30,3,0,"11351, 11707",2804,,,,
0xa8a153d0815362ba40c13793e5c7ccf805951fa9,30,3,0,"9893, 9108",9622,,,,
0x3929eff8e0feb3166992942d8b9030d95646c3ce,10,1,0,,270,,,,
0x23e51285baa26739b77a87f3f941b32b84dbe0a8,10,1,0,,10087,,,,
0x443e2a2c9f15d99ec8ec944ee257b2925296a83b,30,3,0,13043,"221, 186",,,,
0xaefd96038fb15a63351d02be465fe3f7f5e66bf1,10,1,0,,14192,,,,
0xcfbeb7b49530e9d0aa71659d351aec1f7c87b308,20,2,0,,"7307, 12654",,,,
0x20f889703ef3ce41cb985e23f1eb70b62961dd07,10,1,0,,15614,,,,
0xfb9b04cec327572b71ece8d1a128d54a21196ae6,21,2,1,14082,5690,,,,
0x4ffe2f674c4afa078554cb2e5a6a672452b6c290,10,1,0,,699,,,,
0xfe5573c66273313034f7ff6050c54b5402553716,12,1,2,,6558,,,,
0x3eaadd0eab9048ae65309796cdb0f356cef60cc4,80,8,0,"5764, 6095, 1491, 2564","6297, 354, 1228, 6106",,,,
0x251951a3f0ff352d2f749645f624dfc8840e7f81,10,1,0,,6526,,,,
0x8c093349cfb6172ac1494a75e42af0514e3b3639,10,1,0,,1593,,,,
0x09a879ca2ccea3036bb57601dce9225d936d9adc,30,3,0,,"6230, 4783, 14015",,,,
0xdd0e6b983b1993be0f052576abbe44bf2fdf4a48,21,2,1,4589,11170,,,,
0x40958532835cc64e7d90a73de26cf420a04dd8ca,10,1,0,,6283,,,,
0xc280efaa2be9cc9643f01fb209d12c7da3266ef0,40,4,0,"6413, 12805, 14567",7732,,,,
0x9e4ce3174fc23c136cadb3fbf5b3439815e95b44,10,1,0,,11198,,,,
0x60b5aebfcf03d293cc2bbc9371fb51dea55c7339,10,1,0,,7620,,,,
0x44f375580def4ed3acb0701822a19e052194d743,10,1,0,,14166,,,,
0x911bb65a13af3f83cd0b60bf113b644b53d7e438,30,3,0,,"8602, 10516, 1885",,,,
0x019c199f89b8a374e87b70597bbca748ac084587,10,1,0,,15155,,,,
0x437f3c2822d9432481fa6e13c71024bea0acfd33,10,1,0,,6656,,,,
0xdb9c1abbae23c0e7c99c866d8b75eb634f69e0bf,10,1,0,,9565,,,,
0xed9198181bbd4e09ff320fa11ae062e140be0c4e,10,1,0,,6557,,,,
0x6a8a5c4a843f1dd1f3a769c75c7112be2a568b79,41,4,1,11849,"13001, 13183, 13131",,,,
0x30f4bd90e01241012188dbda84d1df6f3e07c4cd,20,2,0,12461,8584,,,,
0x9c782f0e0efdce998d53f6660bf929f860b465a7,20,2,0,,"10423, 2918",,,,
0xf66db5b19b4a94f9edd439a12c578377c99b6845,20,2,0,3630,13731,,,,
0x4a189d95a2b3f132e0e856d1b73774c3f2829904,10,1,0,,12345,,,,
0x6590b3665a6d0e9e767a410291ac5c5665416e5b,22,2,2,9966,156,,,,
0x6e6b657908294d90c29a14bdb0e3fa5d12685db7,10,1,0,,2304,,,,
0xdb8ab7d21ce974f3bc55726a14dcdcdb4d5c19f3,10,1,0,,10135,,,,
0x6f0ae0200652b418f688e4eb337ef48b3a0de48a,30,3,0,11965,"13398, 7245",,,,
0x5570fad9aa8f4487c074ad4de085960705b22d63,23,2,3,11448,4664,,,,
0xbcbd4885ee8b2b74249c5ad9b8b668fb256a51b1,10,1,0,,4830,,,,
0xb4a52c431f4f10acf8934f8812a983136ba3cf2f,10,1,0,,13181,,,,
0xaa18cf76d3e60131ee420dfbc94ba535390d460b,10,1,0,,5249,,,,
0x480afd5737eec69fd8aadcc465942a93b236a5d7,30,3,0,"995, 3962",8869,,,,
0x490932e73525b9694a115e80edd717a0e56dca73,10,1,0,,9523,,,,
0x9dfa88f9fa94b222a9fe73b5389d33818a42e78c,10,1,0,,877,,,,
0x3a6ec6061be9af6ffef1580f7068e6054c87fd19,10,1,0,,6812,,,,
0x28b75decff49422b23e10f842b53af6934f91df8,20,2,0,844,10420,,,,
0xc4ae306caf8af5ceab0eb6186971392d4dbfa351,10,1,0,,3743,,,,
0x94bd1bd3c8abbc52b29668a65930d4575fa4caac,10,1,0,,13492,,,,
0x5a4d42408de96682dc45a3e481f7dbe70cd60091,10,1,0,,3100,,,,
0xcc625baaa09aeb6e24db09cd834b4b897e88c585,10,1,0,,15219,,,,
0x506c3da4cddc7d8ff7a4ea496eb7929c042f6823,10,1,0,,1563,,,,
0x258027f0285c702947a1bbe7ab3b31cec0295920,47,4,7,"1827, 2381, 6369",2333,,,,
0xcbb2106b6b6db5dd71fc091b73037aef397a0dc3,10,1,0,,13845,,,,
0xc3fbd692dd23817c2e86f2aee3bdea9595ff53cb,10,1,0,,11933,,,,
0xd3c6e4583bcc33339d733cb35034362d134a6749,20,2,0,12474,8751,,,,
0xf0ea7663233f99d0c12370671abbb6cca980a490,10,1,0,,4591,,,,
0x564abaf3c606a90838894d93ee1de2d0b72161cd,50,5,0,"12427, 13658, 3659, 13073",2533,,,,
0xbc93245fcb01b5aa86e0ef87aa4819899db3a24b,20,2,0,1927,1621,,,,
0x43b8b7256da4a7078b56a17667d04cde54a88aeb,20,2,0,12264,3446,,,,
0x8a9adce4b0aa0f288524f25416f2f96a884b3e91,10,1,0,,5500,,,,
0xc19fc97236131f040883b129e86cfa0afbc9e9a2,10,1,0,,13392,,,,
0x2724a6c1f7c9549a90a1f7f50d818765addaff91,31,3,1,"4604, 4630",14470,,,,
0x349a30400d7cb23ce685326e0658fea2efbd3f3f,32,3,2,"6216, 3509",5144,,,,
0xe722585e318708bc97bbd10aa07a6f8a8d5dd47b,10,1,0,,14226,,,,
0xd8586fcd7f7e18171d505f079d2f78cb7121d0f7,10,1,0,,4375,,,,
0x2bbdbd2fe2855a275e88b597547a9ac8186c789b,10,1,0,,9064,,,,
0x61ad1b9175e60b03b5c972048469e75851c533ec,20,2,0,613,853,,,,
0xa4f95d10869c9e848bf0011b99e463d670aa3eb8,10,1,0,,5188,,,,
0xe50b23a1c32f982893fe0aed8bff5b31f316dfba,10,1,0,,10361,,,,
0xba91b7d2f9b609bcadbfa3063ac12236502b6c94,20,2,0,4349,1782,,,,
0x5c5e98b57c9caf923f009ecc95e921219959b5f3,11,1,1,,11120,,,,
0x35e0cc38bf64b31ff01acd9e3f8bca10908a2dfd,10,1,0,,3785,,,,
0x51579764a519edaa3cfe7db1acafabe8b19260f5,10,1,0,,12086,,,,
0xac0a1fc7a7bda7338e67902e3db84a70db30be3d,10,1,0,,7960,,,,
0xb3ae2436a4c6d399638b7b29d50de8567e7d5b25,10,1,0,,7306,,,,
0x3ac3850e83cf82435e0dedb1455e15779751daa7,10,1,0,,1522,,,,
0x7b1c6f103c0851173f1c343a7e34d2fd1d5bae7b,11,1,1,,11756,,,,
0x2504407012559909eb9ea18273d2617d0c658243,30,3,0,12246,"14996, 8652",,,,
0xf4cd60a92a7d20997d8dd3ed30eb7b340f05f135,10,1,0,,1546,,,,
0xbddfdfa31b464943b62529b0335c5d49b5edc954,20,2,0,,"13327, 14096",,,,
0xce6ac4de1c600bb1b3cf8028b56f89209045ee57,10,1,0,,7213,,,,
0x3fcf7ae03c609bcdf7f1118940cbd13709a62527,10,1,0,,7119,,,,
0xfe5e9856223e5344094ba292819e9f1755f43412,10,1,0,,14193,,,,
0x42560517b33a7e68cda1640aa47b6546ba585e30,20,2,0,10558,7492,,,,
0xdf71cb01e0efaa639459cf191f98463be4b4a438,30,3,0,"11092, 12210",11063,,,,
0xdfbe491d605958b1d7b7d223112cc0c2f60616af,10,1,0,,5472,,,,
0xabe2fca20ef1a0cf0fe1c1b651bc138207a2e84e,22,2,2,1212,8936,,,,
0x0af013187ae1759bb57d28b06e419c7e1c1f6a3e,20,2,0,,"3767, 7259",,,,
0x66d773239ecf0eb0c2be81e57e1e4c92452ddc1f,10,1,0,,4005,,,,
0x81fc85f3c2f382d007b88aaf0ed693e3e6bd8660,20,2,0,4736,7497,,,,
0xaf514517e615c1ddc52bbdbf1e1092a8ae136a46,10,1,0,,7348,,,,
0x7f172d40c116dcd6fef8e0f250b01e66cac39c84,24,2,4,2864,8173,,,,
0x4fbbb4b2c03c553e773cf3e8644172eaa8b4e898,10,1,0,,8683,,,,
0xa7626d8eb32a3a9230bfbd048a59cecfaaf4816e,20,2,0,4573,14598,,,,
0x766a8093009fdb2facee3a1d952b1ad79fc3a0a1,10,1,0,,5902,,,,
0x191f4d9098689ebb0bec581edfe6687221c57d6d,10,1,0,,4612,,,,
0xae25c168a42aca3c9e5d535462b3db441c64f32b,20,2,0,528,9467,,,,
0x16dc0f3c6f0be55c6cd8220bf53f848018b6436d,32,3,2,2825,"9015, 1019",,,,
0x251e5f1d08d10159b36212dcd9fb2775238032ec,10,1,0,,4745,,,,
0x1feaacdb15f8ad5f582a2b8dba523e5b146e25d9,10,1,0,,14177,,,,
0x9f48752d0eac731117da7499b1274543716f7d0c,10,1,0,,6919,,,,
0xa6073cf48c5742c1f2211a3c8ba962c1664e089d,10,1,0,,10315,,,,
0x9327d122d8818e3d37a4bd749180017e377d1fd2,30,3,0,"862, 679",984,,,,
0x1de7a1e23a8aea0ca3261874f3b895e4f9f8295b,10,1,0,,7105,,,,
0x54b0fd161333bef719d60decc10c3a193430dd42,10,1,0,,11479,,,,
0x03593a431c7c3b01cea6836c2199c43614e17e71,24,2,4,12000,222,,,,
0xffc71115531fe067c54791b8d37465da96001768,20,2,0,5279,7078,,,,
0xb65476e4a7d78750835e438d8532599f60347b36,10,1,0,,2069,,,,
0x8422b3649fbc8df4651cb7711c0d10f75a460165,10,1,0,,5514,,,,
0xf8e7ced72ed5a1f289c068e6990931e3e6354b71,20,2,0,1319,11941,,,,
0x9bd3f9f5f317d15f8a7569acf2c6b0fe600cca34,10,1,0,,14189,,,,
0xd7dd7601b9818368a43c93aede43767495694ca7,11,1,1,,10357,,,,
0xb0bf7fd6f02258b47f9f0d2dcc469a43f6f62c37,25,2,5,,"4520, 3900",,,,
0xfa5669b4b5286a1f05c41811556392ff78b98c0e,10,1,0,,4545,,,,
0x3f4cbe5f0d30f639c26cb30aa125fe8d6d5b5666,10,1,0,,15955,,,,
0x868eadc2deb6ffe1ff1a755f233f8649cd076a8f,10,1,0,,13635,,,,
0x3e5a90f582d45cf83e0446d53b3069e86162003b,10,1,0,,10840,,,,
0x4d309554153ef6ebef728d5fd90814e855467fb7,10,1,0,,7951,,,,
0x67e4d688a58ef67ea0c8bf9d5ae04cc36a68c279,10,1,0,,2270,,,,
0x8e64c927ac13a7453eae313e6aa1d2691f7dcec2,11,1,1,,15804,,,,
0xd93ca48bf9af904721c79f34ec580c8851631cac,10,1,0,,6854,,,,
0x7bc245446512981b7f1c48a5b5a80bc266261e7a,10,1,0,,7660,,,,
0xd1344833f3ccb6359583657be3d8959a18ab83b2,40,4,0,"4868, 14678","11421, 13168",,,,
0x9e0a1bf40b53dbc15b66619336228f23e1198698,20,2,0,11144,14441,,,,
0x7a7be29eb76d18377371f1c2d78b3506ff9535f7,10,1,0,,6549,,,,
0xa26e13cfc426d42480bec7874e27cd1e1089e32d,20,2,0,12476,9141,,,,
0xc659284cd530f1df076b38a469c4207d731a2710,10,1,0,,549,,,,
0xae00f13c419d06c9b4b0ce963d008c565e15f367,30,3,0,"6677, 3381",4743,,,,
0x2c16c5c1e610da212cb47084a4735c550f6dfd91,10,1,0,,2648,,,,
0x7c59a1ddd7b8e5ba683941ea67b20b93864ad8f9,20,2,0,1492,6774,,,,
0x3d0958ebb5d213add4808424ad41b6439d34885c,10,1,0,,15721,,,,
0x0f3d4595750062e9c29f6a2ab404126693c71ad2,10,1,0,,1106,,,,
0x252b6b6b9aed961d8fe0534fd49361b7e13c62d5,10,1,0,,1370,,,,
0xe51262f1645cd47357dd46d031b3c43e2ce4df35,21,2,1,,"11377, 9290",,,,
0x49d80251bcf0d5739ea62cdafb9c7cc5c68d20de,10,1,0,,964,,,,
0xff4b5bd0820dc94b95fdd7f2b82f52205c800d0f,10,1,0,,10788,,,,
0x9a49d371c4852cb0ee5ce9103531216826690a18,10,1,0,,13966,,,,
0xff10c599ac9fb3135f62af2be0511265a30ef240,10,1,0,,9581,,,,
0xc1a2c205ab558d5b253453836ce4762c7e0eb08f,11,1,1,,1773,,,,
0x13f8072e24c9013339df9da398711e5661d5cc9a,10,1,0,,10340,,,,
0xcea061e14537a6b7051828083a42ceb6c122c329,10,1,0,,10246,,,,
0x461b87b6669c08dc8f1b2c001f46f2a774a4bca9,10,1,0,,8100,,,,
0x748c806bb161b9ca76864edf46c1ba279df8193a,20,2,0,15328,14152,,,,
0xacc607508d3170d775a17d8e332e8d9e8132aad8,13,1,3,,1433,,,,
0x4bd412b6f4e893032f0927d403b55b2d97b8377e,10,1,0,,6631,,,,
0xa899f2ecf350eb105d3a0a1a798aae9b9eee80cb,10,1,0,,8077,,,,
0x57f1c22ba764bc01946356f0a91abae18dc74ebb,10,1,0,,384,,,,
0xc786d7bb4f1c703201fd62c21184e85544a5bb78,30,3,0,1216,"9313, 2609",,,,
0xb19d91de146faef460337e8cf4ad54871b893dd9,10,1,0,,8666,,,,
0x33ea656de31f0674f0ab1f0fda35aa64169a5929,11,1,1,,15317,,,,
0x549b6b0af3877eea8677e49f09271e7ce181bde0,10,1,0,,3926,,,,
0xc71974724c4b009c65c722af061900d7d26f5fed,20,2,0,14079,8672,,,,
0x05d1d57f3bb2be4e9d457713c6178a3d11447924,20,2,0,7172,5564,,,,
0x884179da3482e57676f6794f9cc879c06b569c88,10,1,0,,5136,,,,
0x6dae5acfceaec5492d16a8e3c1208ae4629208ee,12,1,2,,5004,,,,
0x925d9f4153f7294b0fd666e42316c75ea13a42ae,20,2,0,4220,15633,,,,
0xc571147a515a789eb23cbcbf92f86bc1485ab877,12,1,2,,11328,,,,
0x83f3abec2a772009e286e8ccbedf850f08a926d9,10,1,0,,15894,,,,
0xd00b1e6234d87ff9e5359f816abc845f2d28adf0,10,1,0,,6669,,,,
0x5ec5c2468674a5d10db93db588fbff5d8da2fdc1,40,4,0,"309, 7676","11661, 12549",,,,
0xf1cf72603a2e852d82beb6fe69c655314f5b61fc,10,1,0,,11019,,,,
0x47098c4ad0351d49b880906b10236af2b7d7a19b,10,1,0,,4678,,,,
0x8eface48c5af9583faddaa98c5b34599a3052539,10,1,0,,141,,,,
0x781951c54e351c745f47c1a58fab62c3b5c5dfc1,10,1,0,,6842,,,,
0x8b0c9003421fec00a0e518ad5dcb1a9f8af1374a,10,1,0,,14667,,,,
0xecf0b63d25825861ee9bd00e89f31bc2e05c514b,20,2,0,10392,13348,,,,
0xf6962b6cc5c752b29bd2d0cff29208bd65eab8bd,10,1,0,,14025,,,,
0xcad8d4738fb08e5fa28711e9de0188234c29d5c9,10,1,0,,15492,,,,
0x7e1ee6fbd56b93f09cd5028fedc2e7b574585088,44,4,4,"14885, 10011, 8404",4800,,,,
0x38d9083efc597e1bdf240b40247c4ecc2f26e8e3,20,2,0,7019,7283,,,,
0x916c8a1aa98ee6649fc7d96c39df38d7118a1bc6,10,1,0,,12877,,,,
0x5079f79134264d4077a56b60bc2d9370404e4a02,20,2,0,11649,9206,,,,
0x6819eea7ae91a15eb90127dca9529321a86b4b62,10,1,0,,1365,,,,
0x89a1145fccac1a2a9350ec1a4a486e4458d26274,11,1,1,,9732,,,,
0x0ad7998a38a42eb69d166ba18fe55fd1318eaeef,10,1,0,,2031,,,,
0xf6d8e3bf712296fc5d2753515f08e09ee8828421,41,4,1,"6675, 8071","8998, 6295",,,,
0x5da896f87ca23a2a0c9b411274f997180618f1eb,20,2,0,3448,3306,,,,
0xc04169dbc6317422b118b729d0e72d5f60016b05,10,1,0,,9793,,,,
0x12af066903a962a75959cc915a45aed26d8dfa44,10,1,0,,7990,,,,
0x323098794f886d1a40d615b86b93e0c537b0ce5f,20,2,0,5523,3873,,,,
0x6fd0eaded38fbcf5050bc6d6e923f2dd1b118ba7,10,1,0,,11632,,,,
0x6ee25671aa43c7e9153d19a1a839ccbbbe65d1ec,32,3,2,5968,"14971, 7679",,,,
0x392938d25a58b45bed86c0e47011c400a6b51c06,50,5,0,"2526, 2363, 969, 8632",15843,,,,
0x6b0bf02ec76d9b2da4fc58bbfdf307ccea065fde,10,1,0,,8206,,,,
0x7d34850649865579839baeb56b8109dd28d701ca,10,1,0,,3259,,,,
0x47240040791106f59c9e59699cf63b02246cbe7e,20,2,0,,"5829, 7338",,,,
0x04cba99bf19958470d03be77fd1936c1ac73784d,10,1,0,,5170,,,,
0x072c26ac81a0dd8b968a1283d66ebebf30ed7980,20,2,0,12969,8190,,,,
0xd3022599033430bf3fdfb6d9ce41d3cda7e20245,10,1,0,,10725,,,,
0x9387d6ee5398d0f14148fa31ee7663d0f6d12460,10,1,0,,1195,,,,
0x7bee90ed5569bbcd9f42da13f0e4d9c3761579a6,20,2,0,11244,12174,,,,
0x112a5d88f4669723eb7620b4a142f09d13fe8b18,10,1,0,,5840,,,,
0x24e47f03628e8933fb402cd83d54f71384cb72ef,10,1,0,,5948,,,,
0xebc25530f8103568b0de042d927d2e19072b3d7b,20,2,0,12706,8706,,,,
0xf7fea6c2a392fc4fdbdc2c4573320d866d8cee31,10,1,0,,1536,,,,
0xa46d49e6f816ed1f8079e662e9b17320cd8c8bcf,10,1,0,,9149,,,,
0x9c3c675b259b4c280530ab05b131da44ab0b9c8c,10,1,0,,5796,,,,
0x6b1303ae7ff1890c087c13d1855b96ed8399a546,10,1,0,,15294,,,,
0x36d1da3f65d394f0fb6714af0ded1326fdf11b06,14,1,4,,6307,,,,
0x86dbe1f56dc3053b26522de1b38289e39afcf884,20,2,0,6009,8893,,,,
0x7d6dabe2c13ffb37198b93928bc698e3d738d21c,11,1,1,,474,,,,
0x818b5f863419dc77a859431fb99db936b58f93b3,10,1,0,,11167,,,,
0xc5ffbcd8a374889c6e95f8df733e32a0e9476a9c,10,1,0,,8549,,,,
0x50c74245da642223e191e90426abfe8e778fc523,20,2,0,,"1055, 4529",,,,
0xebda75c5e193bbb82377b77e3c62c0b323240307,10,1,0,,5128,,,,
0xb5f8d6ffd1fb60c41c8dc7ef959961f2abcdba45,10,1,0,,1262,,,,
0x1370562aef5394097edaf8c6edf07a859e04e2db,10,1,0,,8364,,,,
0x58058169d69f9c24a53ca88947cd2f9fc4e5561e,21,2,1,,"8038, 7579",,,,
0xc3d1b0445c7d62fdb86e02c467f4239478b37f20,20,2,0,5786,8478,,,,
0x1ca049ccd785d1400944070c665b3c3132684373,10,1,0,,15757,,,,
0x1bf7f23930b60afc0a0f85d77bf9cd8eafc2325d,10,1,0,,2915,,,,
0xaa684bbe2c43c880facc29a47dcb26a5e95d18db,22,2,2,,"2572, 8018",,,,
0x0ade490244a34c69c1e31e7c2c95e20b42daf988,20,2,0,6504,12556,,,,
0x2ed0d6195c82d5ce4fee27121000851014260096,21,2,1,2985,13936,,,,
0xab093ebbb9d97b1d571e9db56209a43846775c75,10,1,0,,5175,,,,
0xb1c1fb2400102b9a70a59025a3806bbfc31c34cf,10,1,0,,2424,,,,
0x1e5c1571626b5677bb354dc09ef31ba26350f978,31,3,1,9742,"7987, 1665",,,,
0x6206d5426af834886d1d424aaec7a1e03478e702,21,2,1,,"5057, 4511",,,,
0x6fe6496e5bcf0aa2acd77e06c90c5ad7243a72dc,10,1,0,,6250,,,,
0x21a1684b0ae77a8b4f861a008928380544ec3c11,10,1,0,,2666,,,,
0x0dfba37c5dc1149be766f3b7fd25ee3eda087f1b,41,4,1,"3475, 8682","9238, 8603",,,,
0xbf3633ed017339328a7c00a54daef8eb306c103e,10,1,0,,9691,,,,
0x34ff1613edb98df7d833b7dfaeba71ebbc877018,10,1,0,,8880,,,,
0xb636cff517ddce774511ccfd7afe23ab4c62aded,26,2,6,14500,4199,,,,
0x6088aadf042ba21de3a03b728fe4a2e06ebbd5c3,10,1,0,,13379,,,,
0xa29f7b8e549c48435e1f5e67c30cb1e47eedd8a9,10,1,0,,13714,,,,
0x68ae44e5fe22551c7e1bbcc59ca4d94778f49c05,10,1,0,,9751,,,,
0xf94564e24de85a621548384e7fa3f2e1c8b71ac0,10,1,0,,8785,,,,
0x0f52c53accb80550341d9e3d7b028bafc5cacec9,20,2,0,1251,1283,,,,
0x6c7edd91fad6b588f05c97d8410dd399be488446,23,2,3,2135,4607,,,,
0x120276abe4b9ef6fbff403df6798315d0750a459,10,1,0,,5123,,,,
0xe75c14de91c9cfe8a42f820ab94f1fe185df6b52,20,2,0,8135,15446,,,,
0xe6d0a6dc855fb22e4bf19a456645ecb50ae497c4,10,1,0,,12105,,,,
0xabdef6ac155ac6db60516387e13528ea87081484,10,1,0,,5601,,,,
0xe11425ef53d02ac9119e0522c85cc9a189880cb8,20,2,0,10954,8634,,,,
0x4b5fe817488d86f55ab1a4e40598a3cfbde95b6a,12,1,2,,12500,,,,
0x459a444c4e5ba4323477a15fd64a50bbcb6c5fa7,10,1,0,,6794,,,,
0x078ad2aa3b4527e4996d087906b2a3da51bba122,11,1,1,,93,,,,
0x550ebce25924d6fd0d32e9d97c24bfa307ca705a,10,1,0,,7527,,,,
0x2e12d1e5d81f9e4c50879ee61c1483df8160b2ee,20,2,0,1490,8358,,,,
0xbacb77d16b1cc7ecc0efa704341931bf17fe53e7,10,1,0,,13544,,,,
0xf8fe258f6a1e5b23ac20bcbdf45b73f7fe721f05,50,5,0,"7713, 9682, 15128","13298, 10784",,,,
0xbdf93261ddfa89fd09ea69f4336333a4d74da3ab,10,1,0,,1059,,,,
0x0164bab4861267188aa7e119bb14b291c5028d3e,20,2,0,14647,4363,,,,
0x4b6e6a07e6df862876097369e754640593975d96,10,1,0,,10398,,,,
0xd7dcf2602b07383be4925905a3c275615fd1a5d5,10,1,0,,12862,,,,
0x7b980f5a98804964a653affd86e6d4b3bf266396,10,1,0,,11307,,,,
0xff6246f555611497828bd39bcd36607dc5aa7b93,10,1,0,,529,,,,
0xe871af6576396c553e16c2e3a9fa130d36798cfa,10,1,0,,8108,,,,
0x7d53ae492a71ea07e7bdbc02a76db456e43e20c3,10,1,0,,1524,,,,
0xe468ce99444174bd3bbbed09209577d25d1ad673,10,1,0,,1465,,,,
0x3554424e6bb905fce232d6687b4a3f991a1f067d,10,1,0,,5756,,,,
0xa6b0ada74ada37f4151e548c79099816af065636,10,1,0,,4735,,,,
0x84f1e11ac2918328978023399747ef7cd8ed48ab,11,1,1,,12966,,,,
0xca7b088d35672fb22dde8b09abbaa7f187f0ec9e,10,1,0,,12258,,,,
0xb46d285331206e492c2972e5f6b62e3ec20ab273,11,1,1,,6997,,,,
0xd9d334bdb09ef9680031f843103c91431dd04ec3,10,1,0,,9830,,,,
0x2f5ccee587ab60a8ea93bc781e15d3cc4a78983f,20,2,0,8198,15042,,,,
0xb7ed4925390330604e25d02053a0618c4eff9a76,10,1,0,,11709,,,,
